File,Successo,Errore,totale_dare,totale_avere,dare_riconciliati,avere_utilizzati,percentuale_dare,percentuale_avere,output_file
sancesareo_311025.xlsx,True,,892,319,79,122,8.9,38.2,output/risultato_sancesareo_311025.xlsx
